/news/2014/09/5/7036930/	Ківалова зареєстрували кандидатом в депутати Ради
/news/2014/09/5/7036929/	МЗС РФ вже говорить про загрози зриву "перемир'я"
/news/2014/09/5/7036927/	США допоможуть Україні розробити оборонну стратегію та зміцнити Нацгвардію
/news/2014/09/5/7036925/	Моніторингом "перемир'я" опікуватиметься спеціальна група - Зурабов
/news/2014/09/5/7036924/	Упізнано рештки ще 10 жертв катастрофи літака "Боїнг 777"
/news/2014/09/5/7036923/	Бойовики вже анонсують порушення Україною перемир'я
http://www.epravda.com.ua/news/2014/09/5/489027/	Турецькі авіакомпанії не літатимуть до Криму
/news/2014/09/5/7036921/	Домовленість про перемир’я досягнута завдяки санкціям - Обама
http://www.epravda.com.ua/news/2014/09/5/489021/	Франція прийме рішення щодо "Містралів" у жовтні
/news/2014/09/5/7036919/	ЗМІ: У Донецьку припинилася стрілянина, а в Дебальцево - ні
http://www.epravda.com.ua/news/2014/09/5/489005/	У Путіна заявили, що почали будувати міст в окупований Крим
/news/2014/09/5/7036917/	Сторони конфлікту вже обмінялися списками заручників - Кучма
/news/2014/09/5/7036916/	Про майбутні статуси "ЛНР" і "ДНР" в Мінську не говорили
http://www.eurointegration.com.ua/news/2014/09/5/7025746/	Кемерон: ЄС введе санкції, незважаючи на перемир'я
/news/2014/09/5/7036914/	Сили АТО припинили вогонь, але в Донецьку все ще чутні залпи та вибухи
/news/2014/09/5/7036913/	ГУМАНІТАРКА ПУТІНА ПОЇДЕ В УКРАЇНУ В СУБОТУ - Кучма
http://www.eurointegration.com.ua/news/2014/09/5/7025743/	В Естонії на кордоні з Росією викрадено співробітника спецслужб
/news/2014/09/5/7036909/	Семенченко впевнений, що йде гра "у довгу", "Азов" підкориться наказу
/news/2014/09/5/7036911/	Українські військові утримують контроль над аеропортом Донецька
/news/2014/09/5/7036908/	Порошенко: обмін заручниками може відбутися в суботу
/news/2014/09/5/7036907/	Росія передала бойовикам списки біженців, аби ті змогли забрати їхнє житло
/news/2014/09/5/7036906/	СБУ створила центр для звільнення заручників
/news/2014/09/5/7036905/	Доки в Мінську йшли переговори, росіяни під Маріуполем не припиняли вогонь
/news/2014/09/5/7036904/	Італія продасть Україні 90 броньовиків
/news/2014/09/5/7036903/	Сили АТО готові припинити вогонь. Війська не мінятимуть дислокацію
/news/2014/09/5/7036902/	Яценюк забрав у Фірташа два гірничо-збагачувальні комбінати
/news/2014/09/5/7036901/	Бойовики заявили, що як і раніше хочуть від'єднатися від України
/news/2014/09/5/7036898/	"Стіну" на кордоні з Росією побудують у два етапи
/news/2014/09/5/7036900/	Яценюк пообіцяв не допустити монополії Росії на ринку 3G
/news/2014/09/5/7036899/	ПОРОШЕНКО ВЖЕ НАКАЗАВ ПРИПИНИТИ ВОГОНЬ
/news/2014/09/5/7036897/	Російські ЗМІ сіють паніку, їм здається, що в Маріуполі ополченці
/news/2014/09/5/7036893/	Грузії замість плану вступу в НАТО запропонували інший формат
/news/2014/09/5/7036895/	Яценюк: в України є гроші на початок будівництва "Стіни"
/news/2014/09/5/7036891/	Яценюк: Мир має бути встановлений за "планом Порошенко"
/news/2014/09/5/7036890/	КУЧМА І БОЙОВИКИ ПІДПИСАЛИ ПРОТОКОЛ ПРО ПРИПИНЕННЯ ВОГНЮ
/news/2014/09/5/7036888/	"Межигір’я" остаточно повернули державі
/news/2014/09/5/7036887/	У Маріуполі снаряд перебив газову трубу, але все обійшлося
/news/2014/09/5/7036885/	Президент Чехії: Декілька сотень російських добровольців - ще не вторгнення
http://www.epravda.com.ua/news/2014/09/5/488954/	НБУ знизив курс гривні майже на 30 копійок
/news/2014/09/5/7036883/	Через бої під Маріуполем загинули 7 мирних жителів
/news/2014/09/5/7036881/	Мін’юст пригрозив розпуском суддям, які затягують заборону КПУ
http://www.eurointegration.com.ua/news/2014/09/5/7025732/	Країни НАТО збільшать кількість військових у Польщі
/news/2014/09/5/7036878/	Кучма в Мінську: З українського боку перешкод для примирення немає
/news/2014/09/5/7036876/	Із полону вдалося звільнити 10 українських військових
/news/2014/09/5/7036873/	ЗМІ: ЄС може відкласти санкції проти Росії на тиждень
/news/2014/09/5/7036874/	СБУ затримала розвідгрупу, яка збирала інформацію для російських спецслужб
http://www.eurointegration.com.ua/news/2014/09/5/7025731/	Меркель хоче зближення України з НАТО
/news/2014/09/5/7036869/	Москва проводить ротацію своїх військ в Україні - РНБО
/news/2014/09/5/7036867/	Для в'їзду до Криму дітям до 16 років тепер потрібен буде паспорт
http://www.epravda.com.ua/news/2014/09/5/488942/	Гривня на міжбанку впала до 13,3
/news/2014/09/5/7036866/	Росія втратила на Донбасі уже до 2 тисяч солдатів: тіла ховають навіть у шахтах - РНБО
/news/2014/09/5/7036865/	Допомога НАТО потрібна і під час перемир'я - Лисенко
/news/2014/09/5/7036864/	За добу в зоні АТО загинули 7 військових, 59 - поранено
/news/2014/09/5/7036862/	Російські війська поновили наступ на Маріуполь - РНБО
/news/2014/09/5/7036863/	У Новоазовському районі йдуть бої
/news/2014/09/5/7036861/	Кабмін звільнив скандального заступника міністра оборони
/news/2014/09/5/7036860/	Міноборони безпідставно звинуватило Kyiv Post у "кремлівській пропаганді"
http://www.eurointegration.com.ua/news/2014/09/5/7025728/	Сім країн НАТО підписали угоду про створення сил швидкого реагування
/news/2014/09/5/7036857/	У Путіна відмовилися публікувати запис розмови із Баррозу про Україну
http://kiev.pravda.com.ua/news/540964e103f8c/	У Кличка заявили, що Київ уже майже готовий до зими
/news/2014/09/5/7036854/	"Азов" і армія перейшли у контрнаступ
/news/2014/09/5/7036853/	У соцмережах повідомляють про нові обшуки в будинках кримських мусульман
http://www.eurointegration.com.ua/news/2014/09/5/7025723/	ЄС може розширити санкційний список на 20 осіб - ЗМІ
/news/2014/09/5/7036849/	Більшість в окружкомах отримали УДАР та ПР, в меншості - Правий сектор
/news/2014/09/5/7036846/	У Держдумі РФ готують позов до України на $1 мільярд за "обстріли"
/news/2014/09/5/7036843/	Україна може заборонити 94 групи російських товарів - ЗМІ
/news/2014/09/5/7036842/	Росія готується окупувати Донбас, як Осетію - постпред України в ООН
/news/2014/09/5/7036841/	У Донецьку в результаті артобстрілів загинули 5 людей
/news/2014/09/5/7036840/	Внаслідок боїв під Маріуполем є жертви серед мирного населення - ОБСЄ
http://www.eurointegration.com.ua/news/2014/09/5/7025718/	Нові санкції ЄС проти Росії вдарять по "Роснефти" та "Газпромнефти" - FT
/news/2014/09/5/7036838/	Сили АТО знищили колону терористів неподалік від Маріуполя
/news/2014/09/5/7036837/	Росія "тасує" війська в Криму. Частину перекидає ближче до України?
http://www.eurointegration.com.ua/news/2014/09/5/7025715/	Росія призупинила ввезення кондитерських виробів з України
/news/2014/09/5/7036835/	Тетяна Чорновол теж захищає Маріуполь з "Азовом"
http://www.eurointegration.com.ua/news/2014/09/5/7025713/	Австралія навчатиме українських військових
/news/2014/09/5/7036833/	Батальйон "Донбас" допоможе Маріуполю
http://www.istpravda.com.ua/short/2014/09/5/144528/	У Білорусі вшанували 500-річчя перемоги над Москвою
/news/2014/09/5/7036831/	У Маріуполі чути залпи, під містом стріляють "Гради"
/news/2014/09/5/7036830/	Під Дебальцевим бої, супротивник наступає на Луганщині
/news/2014/09/13/7037703/	Чубаров закликав кримських татар бойкотувати "вибори" в Криму 
/news/2014/09/13/7037702/	В Одесі влаштували "Мегамарш вишиванок"
/news/2014/09/13/7037701/	Луценко покритикував Яценюка і пообіцяв показати усі декларації блоку Порошенка
/news/2014/09/13/7037700/	"Газпром" не пояснює Європі, чому знизив поставки газу - ЗМІ
/news/2014/09/13/7037699/	Клімкін: Росія шантажує ЄС через євроінтеграцію України 
